what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377781819797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377781914917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377781915883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377781974706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377781991777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782016832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782023526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782170345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782174255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782210024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782214961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782231829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782234319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782252501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782254882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782258882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782271985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782331320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782332717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782357342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782371350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782425458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782426976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782682515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782683904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782708990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782711577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782730124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782736592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782853550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782855132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782976391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377782983042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783022941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783025324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783032094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783137212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783622871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783624177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783644820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783646522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783651765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783724134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783797174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783890516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783918448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783919524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783924255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783928149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783959632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377783982113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784101283
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377784139951
activated,editor,org.scala-ide.sdt.core,3.0.1.rc01-2_10-201306070828-c608228,"scala.tools.eclipse.ScalaSourceFileEditor",1377784140201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784176817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784227876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784399031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784428645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784430159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784439281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784445173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784449251
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377784452888
activated,editor,org.scala-ide.sdt.core,3.0.1.rc01-2_10-201306070828-c608228,"scala.tools.eclipse.ScalaSourceFileEditor",1377784453101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784678243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784715226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784748092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784795100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784807564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784988974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377784991936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785140807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785158182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785164855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785175745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785181891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785184365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785559975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785565867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785599758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785613348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785699019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785732572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785781595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785797429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377785827395
